symbol,date,close,rsi,one_day_alpha,thirty_day_alpha,earnings_one_day_alpha,earnings_close_date,earnings_trade_date,fiscal_date_ending,daily_average_return,close_return,earnings_close_return,hyg_return,tlt_return,vb_return,vtv_return,vug_return,rut_return,spx_return,DGS10_return,DGS2_return,DTB3_return,DFF_return,T10Y2Y_return,T5YIE_return,BAMLH0A0HYM2_return,DEXUSEU_return,KCFSI_return,DRTSCILM_return,RSXFS_return,MARTSMPCSM44000USS_return,H8B1058NCBCMG_return,DCOILWTICO_return,VXVCLS_return,H8B1247NCBCMG_return,SP500_return,GASREGW_return,CSUSHPINSA_return,UNEMPLOY_return,daily_average_return.1,earnings_close_one_day_return,close_one_day_return,spx_one_day_return,close_thirty_day_return,spx_thirty_day_return,DEXUSEU_return_coef,rut_return_coef,DCOILWTICO_return_coef,GASREGW_return_coef,vb_return_coef,tlt_return_coef,BAMLH0A0HYM2_return_coef,DGS10_return_coef,DGS2_return_coef,vug_return_coef,earnings_close_return_coef,H8B1058NCBCMG_return_coef,DFF_return_coef,RSXFS_return_coef,DRTSCILM_return_coef,spx_return_coef,UNEMPLOY_return_coef,T10Y2Y_return_coef,CSUSHPINSA_return_coef,KCFSI_return_coef,vtv_return_coef,H8B1247NCBCMG_return_coef,hyg_return_coef,SP500_return_coef,DTB3_return_coef,VXVCLS_return_coef,T5YIE_return_coef,MARTSMPCSM44000USS_return_coef,alpha_target,target
JPM US,2019-01-03,97.11,40.43533258203925,0.0040000275055658,-0.0545126544350256,0.0630182925623641,2019-01-03,0,2018-12-31,-0.0026300266711479,-0.0221528546974121,-0.0221528546974121,0.0018500828533893998,0.0061125551543317,-0.016227399384985502,-0.018979900418570898,-0.030307803209343502,-0.023947099749435298,-0.0260252273201616,-0.0264415686055286,-0.0520645161290322,0.0082805907172997,0.0,0.300595238095238,0.0132450331125828,0.013070084690782302,0.0123399195018332,0.7692307692307692,1.176100628930817,0.015671295309826,-0.7499999999999751,3.5882352941176467,-0.012520036261957499,0.10107815488346411,0.5076923076923077,-0.0247566762150254,0.0,0.004407498598279,-0.0588716271463614,-0.0026300266711479,0.0368654103593861,-0.0221528546974121,-0.0247567303950372,0.0869117495623519,0.1338745693062932,0.4206866322974162,0.8103126508873377,0.0723141404359058,-0.0769005402358429,0.8950688528790797,-0.9514350565026836,-0.3170487863735842,0.5694037392232996,0.5378365431046667,0.7784590653745062,0.98636717883475,-0.0007880238954773,-0.130624113064657,-0.2226603474781806,-0.00966624115961,1.0563948383192254,0.1811645894500672,0.0208980996877384,-0.0960022994706098,-0.021247769490993,1.2539085980821945,-0.0074772042179579,2.0883797518335947,0.9939694901711936,0.024121402949026,-0.134712154578671,0.0606581563315462,-0.0003545504296546,0,1.0
JPM US,2019-01-04,100.69,49.89533400842587,0.0005912518063677,-0.0588109701966931,-0.0355789554543988,2019-01-04,0,2018-12-31,-0.0021173887755809,0.0368654103593861,0.0368654103593861,0.016290788351812902,-0.0229546807847031,0.052546475099913406,0.0472661734437345,0.0703960688937265,0.0560073201211095,0.0590924450376607,0.0805627349624019,0.0900251046025104,0.0084566974182935,0.0,-0.0625,0.0604026845637584,-0.08851360637713201,-0.002733162795733,0.0,0.0,0.0,0.0,0.0,0.004730712241145699,-0.1531024926960215,0.0,0.0343356931888281,0.0,0.0,0.0,-0.0021173887755809,0.0006952030986195,0.0368654103593861,0.0343357146426235,0.0445923130400238,0.0978775461086707,0.4293682819037582,0.8143940229225407,0.0787554586722253,-0.0764029424955181,0.8985618345470727,-0.97107252915369,-0.3291936087016688,0.5828247111879006,0.5517888130953637,0.782731962641358,0.986588250072281,-0.0007721059303277,-0.1309924598546843,-0.2239470670449939,-0.0096487893261024,1.0564556156926044,0.1811503713421325,0.0209115159536443,-0.0995613559262213,-0.0211862162886002,1.2540380450293027,-0.0074909667929865,2.093097823940268,0.9964898704472936,0.0277531625613026,-0.1367017346404515,0.0929078233710267,-0.0003482663944885,0,0.0
JPM US,2019-01-07,100.76,50.06233935350832,-0.0067125342366541,-0.0484675143726493,-0.0092934062515104,2019-01-07,0,2018-12-31,-0.0019901817543454,0.0006952030986195,0.0006952030986195,-0.0070747259051039,0.008626719754664901,-0.018872177360384802,-0.023037119887364198,-0.029595507363427098,-0.019679574610850698,-0.0273252797939432,-0.0317327949438125,-0.0340251046025104,0.0126403489952085,0.0,0.0,-0.0414153427916067,0.02812682003494841,0.0041182633684289,0.0,0.0,0.0,0.0,0.0,-0.0072244213394331985,0.0823433159167172,0.0,0.0070104346864459,-0.0127978817299204,0.0,0.0,-0.0019901817543454,-0.0018856689162367,0.0006952030986195,0.0070104348486803,0.0489281460897179,0.0921719954842854,0.4272020160584093,0.8150876800285332,0.0787102011053932,-0.0755740366175824,0.9004263763799356,-0.9705235463342397,-0.3215383026756667,0.5810815542253799,0.5500226638171692,0.7829482813107643,0.9865853211191072,-0.0007694314764527,-0.131054347570273,-0.2241632549873062,-0.0096458571596281,1.056673016035249,0.1811479824894429,0.0209137700849985,-0.1001593301169904,-0.0211758744390541,1.2546545172031225,-0.0074932791094019,2.066933713993053,0.9949390709508776,0.0275835851159097,-0.136692800483842,0.0924735938045248,-0.00034721058352,0,0.0
JPM US,2019-01-08,100.57,49.57928863183704,-0.0120962851884399,-0.0332869975976276,-0.0119009811921592,2019-01-08,0,2018-12-31,-0.0015777278604531,-0.0018856689162367,-0.0018856689162367,-0.003218436784755201,0.00032024238658069984,-0.0008579963834898993,0.0015747475666221004,0.0020178694809975996,-0.002760082919810199,0.0026848501746785996,-0.0001248439450724989,0.0077628458498023994,-0.0168776371308017,0.0,-0.1176470588235293,0.0120685588489662,0.006297275690299996,-0.0071760402072972,0.0,0.0,0.0,0.0,0.0,0.0164606177770972,-0.0112227081257993,0.0,0.0096952962909215,0.0127978817299204,0.0,0.0,-0.0015777278604531,-0.0016903649199561,-0.0018856689162367,0.0096952850233589,0.0487222829869742,0.0778702605828873,0.4280610561841946,0.8105856122893876,0.0775286138992319,-0.0754183889053905,0.8937634966130752,-0.9745072341261012,-0.3150504121005302,0.5786397578938229,0.5437873253491768,0.780395435540898,0.9865697747174176,-0.0007649455664886,-0.1311581529574635,-0.2245258709417681,-0.0096409389836497,1.0531527693721898,0.181143975623524,0.0209057299906718,-0.1011623230665975,-0.0211585278673445,1.2514387623319807,-0.0074971575996406,2.04130248136166,0.9911534152545928,0.0273587901685278,-0.1365905566025007,0.089953510447854,-0.000345439652644,0,0.0
JPM US,2019-01-09,100.4,49.1225763032674,-0.0060049118519684,-0.0387816242326659,-0.0044141485256378,2019-01-09,0,2018-12-31,-0.0011065136290646,-0.0016903649199561,-0.0016903649199561,-0.0052965783013305,0.0010634152676896,-0.0069537893686204,-0.005539151252184501,-0.0044101239057806,-0.006476635264532699,-0.005597239572826799,-0.007448107448107401,-0.0275147838342984,-0.0041493775933609,0.0,0.31764705882352917,-0.019007707850033702,0.0093100914980297,0.0090833426496136,0.0,0.0,0.0,0.0,0.0,0.0255031846963429,0.0009150047653762004,0.0,0.0040980263439001,0.0,0.0,0.0,-0.0011065136290646,-9.960159362554231e-05,-0.0016903649199561,0.0040980454505321,0.045816733067729,0.08035326042813,0.4198541305941389,0.8092160750139853,0.0743604622371519,-0.0754568049540706,0.8917634820305066,-0.979012766138912,-0.3113070164337053,0.5782860053500088,0.5432732207728868,0.780052962334297,0.9865705499766868,-0.000766052752281,-0.1311325323251303,-0.2244363722144008,-0.0096421528587857,1.0528304246728335,0.1811449645744955,0.0201046512461295,-0.1009147702729499,-0.0211628092456818,1.251262745603209,-0.0074962003335959,2.040272284548333,0.9903172762099391,0.0276370091229219,-0.1364830109455989,0.0893403766829522,-0.0003458767433393,0,0.0
JPM US,2019-01-10,100.39,49.0939275331082,-0.0048562129421301,-0.0239899767109902,-0.0095379640728796,2019-01-10,0,2018-12-31,-0.0009262938196252,-9.960159362554231e-05,-9.960159362554231e-05,0.0027417288793283004,-0.0048689481791330995,-0.0017929516759223,0.0017888874407355003,-0.0030001225263316,-0.003993146412211101,0.0004203733323990995,-0.0036630036630036,0.007751937984496,-0.0041839557399766004,0.0,-0.1999999999999999,-0.0299053356282269,0.032381768008373904,-0.0075979907166977,0.0,0.0,0.0,0.0,0.0,-0.0482352199170486,0.0130701306350036,0.0,0.0045184451596931,0.0,0.0,0.0,-0.0009262938196252,-0.0047813527243749,-9.960159362554231e-05,0.0045184187829312,0.0568781751170435,0.0768185898298365,0.419879516027458,0.8097868954275192,0.0743233972847405,-0.0754737387626802,0.8915778894888868,-0.9800619839783644,-0.3112730383141319,0.5782911470658427,0.5432852983674588,0.7797118722612032,0.9865705822504014,-0.0007665408001919,-0.1311212387408266,-0.2243969211419427,-0.0096426879353991,1.0527159116975136,0.1811454005044533,0.0201043368121964,-0.1008056489090302,-0.0211646964788523,1.2521637760571396,-0.0074957783703658,2.0329862244966006,0.9895743145265748,0.0277055920326292,-0.1364660689306027,0.0890343101090367,-0.0003460694130811,0,0.0
JPM US,2019-01-11,99.91,47.65718434072181,-0.0046273303492472,-0.026295777638974,0.0104633007256431,2019-01-11,0,2018-12-31,-0.0009109230348148,-0.0047813527243749,-0.0047813527243749,-0.0071448885228133,0.0103353068500578,-0.0055883272245341,-0.0016002778041207004,-0.0072997011479296,-0.0032519751951901,-0.0046647166248405,-0.010948905109489,-0.0039062500000001,0.0083333333333375,0.0,-0.111111111111111,0.0239177489177488,-0.0022221355892559995,-0.0026920423717836997,0.0,0.0,0.0,0.0,0.0,-0.023102129037365898,-0.0297951661819282,0.0,-0.000146342966295,0.0,0.0,0.0,-0.0009109230348148,0.0103092783505154,-0.0047813527243749,-0.0001462978419093,0.0538484636172555,0.0761248456759793,0.4225983966952701,0.8107104506239491,0.0749946934685211,-0.0756371058997346,0.8920526422165145,-0.9802899419260525,-0.3113467773036783,0.5779316510977275,0.5436307225033992,0.7799033308267257,0.9865742677600026,-0.0007712491910677,-0.1310122850743877,-0.2240163210708178,-0.0096478500307349,1.0528000489795228,0.1811496060928587,0.0203075920919108,-0.0997529120306302,-0.0211829033623201,1.2517931463403154,-0.0074917075244955,2.031705008136807,0.9895875866587824,0.0279354109759395,-0.136087041226838,0.0884630660878356,-0.0003479281741451,0,1.0
JPM US,2019-01-14,100.94,50.972835399303314,0.0158296266943805,-0.0434773056960431,0.0055203483438651,2019-01-14,0,2018-12-31,-0.0010964460960972,0.0103092783505154,0.0103092783505154,-9.610745566099917e-06,-0.007622504170035399,-0.0085827558957003,-0.0064392682847946,-0.0048707272306223,-0.0114154734612923,-0.0051112273259887,0.010948905109489,-0.0039368872549018,0.008403361344542,0.0,0.236111111111111,-0.0181087988316964,0.008786367817204899,0.0032994703481808,0.0,0.0,0.0,0.0,0.0,-0.0032721860698045023,0.047636822552835995,0.0,-0.0052575628018765,0.0044702726866339,0.0,0.0,-0.0010964460960972,0.0,0.0103092783505154,-0.005257525167898,0.0418070140677631,0.0812239427034653,0.4226565210911515,0.8066717195746428,0.0725563401354161,-0.071244047177268,0.8887481290866185,-0.983508908859546,-0.3096744930741144,0.5779152442818155,0.5407042944762627,0.7771765521567264,0.986582738252691,-0.0007695399949741,-0.1310518364170796,-0.2241544829549804,-0.0096459761350845,1.049989903533305,0.1811480794194233,0.0208852009153746,-0.1001350667428386,-0.021176294069481,1.2489814272519626,-0.0074931852849539,2.017916761682072,0.9870220950627472,0.0301645257352593,-0.1359999990567327,0.0863995179206358,-0.0003472534240589,0,0.0
JPM US,2019-01-15,101.68,53.26342758704239,-0.0039084004229523,-0.0435973540980988,0.0042152373816839,2019-01-14,1,2018-12-31,-0.0011599238543199,0.0073310877749159,0.0,0.0065664925792099,6.88880207319999e-05,0.0154482153725501,0.013505635695730302,0.0217791638270405,0.018727668001367,0.015979213790843702,0.0036900369003689,0.0078431372549019,-0.008403361344542,0.0,-0.0694444444444445,0.0059506317954865,-0.0218585762064022,-0.0075790574091819,0.0,0.0,0.0,0.0,0.0,0.0515837190445675,-0.0442463007557862,0.0,0.0107217117567113,-0.0044702726866339,0.0,0.0,-0.0011599238543199,0.0154547255795522,0.0073310877749159,0.0107216886229457,0.0263571990558615,0.0667317695850526,0.4059579717423018,0.8061752642329393,0.0739405202996083,-0.0708979167374713,0.8880154833938992,-0.9857757671825368,-0.3102055962477005,0.5782913783352639,0.5404571782925952,0.7758432678933201,0.9865269780158232,-0.000759134696128,-0.131292618350776,-0.2249955893085862,-0.0096345681729893,1.0482945917506372,0.1811387852878747,0.0210906458577698,-0.1024615604675516,-0.0211360578043672,1.2471800068116696,-0.0075021816425109,2.0184959904796065,0.9857542207048804,0.0296494149212697,-0.1360809944477372,0.0857516582540359,-0.0003431456588233,0,1.0
JPM US,2019-01-16,102.5,55.73157925129813,0.0057348621688766,-0.0563512236930566,0.0017679070154541,2019-01-16,0,2019-03-31,-0.0007614708198649,0.0080645161290322,0.0154547255795522,-0.0017992255685841,0.0046518465937794,-0.0018390532414397998,-0.0056994948164049005,-0.0135591936186918,-0.0021016986563332993,-0.0084997031348295,-1.3566312133399868e-05,0.0079051383399209,-0.0083333333333375,0.0,-0.10818713450292389,0.0122325303007511,-0.0133062589584327,0.0089835517912045,0.0,0.0,0.0,0.0,0.0,-0.0242109730481827,0.049693939182148004,0.0,0.0022219668237366,0.0,0.0,0.0,-0.0007614708198649,0.0040975609756097,0.0080645161290322,0.0022219854881162,0.0188292682926829,0.0717059121392413,0.4082233461890577,0.8067419047841398,0.0743186965667233,-0.0708422467290872,0.8884054838387407,-0.9853037434494546,-0.3101714673869413,0.5788184318893165,0.5412050230195785,0.7757453790497834,0.9851201958097304,-0.0007574611563078,-0.1313313445959323,-0.2251308689383833,-0.0096327333694804,1.0484559744495143,0.181137290463029,0.0208048158604805,-0.1028357428862852,-0.0211295863908228,1.247439202221865,-0.0075036285747741,2.019863247817225,0.9861457432703374,0.0277005099499136,-0.1359624720971596,0.0864433768713957,-0.0003424849849882,0,0.0
